Genome Name,Cluster,Cluster7,Cluster14,Cluster56,Cluster365,Cluster1SNP,Cluster2SNP,Cluster3SNP,Cluster5SNP,Cluster10SNP,Cluster15SNP,Cluster20SNP,Cluster25SNP,Cluster50SNP
K84587,Kilifi148,Kilifi169,Kilifi154,Kilifi140,Kilifi133,Kilifi171,Kilifi164,Kilifi162,Kilifi155,Kilifi148,Kilifi144,Kilifi142,Kilifi140,Kilifi136
K84590,Kilifi149,Kilifi170,Kilifi155,Kilifi141,Kilifi134,Kilifi173,Kilifi166,Kilifi164,Kilifi157,Kilifi149,Kilifi145,Kilifi143,Kilifi141,Kilifi137
K84682,Kilifi149,Kilifi170,Kilifi155,Kilifi141,Kilifi134,Kilifi174,Kilifi167,Kilifi165,Kilifi158,Kilifi149,Kilifi145,Kilifi143,Kilifi141,Kilifi137
K84883,Kilifi149,Kilifi170,Kilifi155,Kilifi141,Kilifi134,Kilifi177,Kilifi167,Kilifi165,Kilifi158,Kilifi149,Kilifi145,Kilifi143,Kilifi141,Kilifi137
K84906,Kilifi149,Kilifi170,Kilifi155,Kilifi141,Kilifi134,Kilifi174,Kilifi167,Kilifi165,Kilifi158,Kilifi149,Kilifi145,Kilifi143,Kilifi141,Kilifi137
K84920,Kilifi149,Kilifi170,Kilifi155,Kilifi141,Kilifi134,Kilifi174,Kilifi167,Kilifi165,Kilifi158,Kilifi149,Kilifi145,Kilifi143,Kilifi141,Kilifi137
K85130,Kilifi149,Kilifi170,Kilifi155,Kilifi141,Kilifi134,Kilifi174,Kilifi167,Kilifi165,Kilifi158,Kilifi149,Kilifi145,Kilifi143,Kilifi141,Kilifi137
K85135,Kilifi149,Kilifi170,Kilifi155,Kilifi141,Kilifi134,Kilifi178,Kilifi167,Kilifi165,Kilifi158,Kilifi149,Kilifi145,Kilifi143,Kilifi141,Kilifi137
K85420,Kilifi149,Kilifi170,Kilifi155,Kilifi141,Kilifi134,Kilifi174,Kilifi167,Kilifi165,Kilifi158,Kilifi149,Kilifi145,Kilifi143,Kilifi141,Kilifi137
K85550,Kilifi149,Kilifi170,Kilifi155,Kilifi141,Kilifi134,Kilifi174,Kilifi167,Kilifi165,Kilifi158,Kilifi149,Kilifi145,Kilifi143,Kilifi141,Kilifi137
K85900,Kilifi149,Kilifi170,Kilifi155,Kilifi141,Kilifi134,Kilifi174,Kilifi167,Kilifi165,Kilifi158,Kilifi149,Kilifi145,Kilifi143,Kilifi141,Kilifi137
K85908,Kilifi149,Kilifi170,Kilifi155,Kilifi141,Kilifi134,Kilifi179,Kilifi167,Kilifi165,Kilifi158,Kilifi149,Kilifi145,Kilifi143,Kilifi141,Kilifi137
K84816,Kilifi150,Kilifi171,Kilifi156,Kilifi142,Kilifi135,Kilifi175,Kilifi168,Kilifi166,Kilifi159,Kilifi150,Kilifi146,Kilifi144,Kilifi142,Kilifi138
K84817,Kilifi151,Kilifi172,Kilifi157,Kilifi143,Kilifi136,Kilifi176,Kilifi169,Kilifi167,Kilifi160,Kilifi151,Kilifi145,Kilifi143,Kilifi141,Kilifi137
K87339,Kilifi152,Kilifi173,Kilifi158,Kilifi144,Kilifi137,Kilifi180,Kilifi170,Kilifi168,Kilifi161,Kilifi152,Kilifi147,Kilifi145,Kilifi143,Kilifi139
K88197,Kilifi153,Kilifi174,Kilifi159,Kilifi145,Kilifi138,Kilifi181,Kilifi171,Kilifi169,Kilifi162,Kilifi153,Kilifi148,Kilifi146,Kilifi144,Kilifi140
K89999,Kilifi154,Kilifi175,Kilifi160,Kilifi146,Kilifi130,Kilifi182,Kilifi172,Kilifi170,Kilifi163,Kilifi154,Kilifi149,Kilifi147,Kilifi145,Kilifi141
K90155,Kilifi155,Kilifi176,Kilifi161,Kilifi147,Kilifi139,Kilifi183,Kilifi173,Kilifi171,Kilifi164,Kilifi155,Kilifi150,Kilifi148,Kilifi146,Kilifi142
K92044,Kilifi156,Kilifi177,Kilifi162,Kilifi148,Kilifi140,Kilifi184,Kilifi174,Kilifi172,Kilifi165,Kilifi156,Kilifi151,Kilifi149,Kilifi147,Kilifi143
K92868,Kilifi157,Kilifi178,Kilifi163,Kilifi149,Kilifi141,Kilifi185,Kilifi175,Kilifi173,Kilifi166,Kilifi157,Kilifi152,Kilifi150,Kilifi148,Kilifi144
K96134,Kilifi158,Kilifi179,Kilifi164,Kilifi150,Kilifi142,Kilifi186,Kilifi176,Kilifi174,Kilifi167,Kilifi158,Kilifi153,Kilifi151,Kilifi149,Kilifi145
BL13272-IDRL-AKU_S11,AKU5,AKU5,AKU5,AKU5,AKU5,AKU5,AKU5,AKU5,AKU5,AKU5,AKU5,AKU5,AKU5,AKU5
BL13668-IDRL-AKU_S10,AKU7,AKU7,AKU7,AKU7,AKU7,AKU7,AKU7,AKU7,AKU7,AKU7,AKU7,AKU7,AKU7,AKU7
BL15906-IDRL-AKU_S15,AKU10,AKU10,AKU10,AKU10,AKU10,AKU10,AKU10,AKU10,AKU10,AKU10,AKU10,AKU10,AKU10,AKU10
BL15929-IDRL-AKU_S14,AKU11,AKU11,AKU11,AKU11,AKU11,AKU11,AKU11,AKU11,AKU11,AKU11,AKU11,AKU11,AKU11,AKU11
BL16367-IDRL-AKU_S16,AKU12,AKU12,AKU12,AKU12,AKU12,AKU12,AKU12,AKU12,AKU12,AKU12,AKU12,AKU12,AKU12,AKU12
BL16796-IDRL-AKU_S21,AKU14,AKU14,AKU14,AKU14,AKU14,AKU14,AKU14,AKU14,AKU14,AKU14,AKU14,AKU14,AKU14,AKU14
BL18019-IDRL-AKU_S18,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15
BL18037-IDRL-AKU_S22,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15
BL18729-IDRL-AKU_S23,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15
BL21067-IDRL-AKU_S27,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15
BL22163-IDRL-AKU_S30,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15
BL23017-IDRL-AKU_S31,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15
BL23350-IDRL-AKU_S32,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15,AKU15
BL21221-IDRL-AKU_S40,AKU21,AKU21,AKU21,AKU21,AKU21,AKU21,AKU21,AKU21,AKU21,AKU21,AKU6,AKU6,AKU6,AKU6
BL21589-IDRL-AKU_S41,AKU21,AKU21,AKU21,AKU21,AKU21,AKU21,AKU21,AKU21,AKU21,AKU21,AKU6,AKU6,AKU6,AKU6
BL2182-IDRL-AKU_S1,AKU22,AKU22,AKU22,AKU5,AKU5,AKU22,AKU22,AKU22,AKU22,AKU22,AKU21,AKU21,AKU21,AKU21
BL23433-IDRL-AKU_S33,AKU23,AKU23,AKU23,AKU5,AKU5,AKU23,AKU23,AKU23,AKU23,AKU23,AKU22,AKU22,AKU22,AKU22
BL26438-IDRL-AKU_S36,AKU25,AKU25,AKU25,AKU23,AKU23,AKU25,AKU25,AKU25,AKU25,AKU25,AKU24,AKU24,AKU24,AKU24
BL30320-IDRL-AKU_S38,AKU26,AKU26,AKU26,AKU24,AKU24,AKU26,AKU26,AKU26,AKU26,AKU26,AKU25,AKU25,AKU25,AKU25
BL37552-IDRL-AKU_S42,AKU27,AKU27,AKU27,AKU25,AKU25,AKU27,AKU27,AKU27,AKU27,AKU27,AKU26,AKU26,AKU26,AKU26
BL39481-IDRL-AKU_S60,AKU27,AKU27,AKU27,AKU25,AKU25,AKU27,AKU27,AKU27,AKU27,AKU27,AKU26,AKU26,AKU26,AKU26
BL44597-IDRL-AKU_S67,AKU28,AKU38,AKU38,AKU26,AKU26,AKU38,AKU28,AKU28,AKU28,AKU28,AKU27,AKU27,AKU27,AKU27
BL39227-IDRL-AKU_S62,AKU29,AKU29,AKU29,AKU27,AKU13,AKU29,AKU29,AKU29,AKU29,AKU29,AKU28,AKU28,AKU28,AKU28
BL39680-IDRL-AKU_S61,AKU29,AKU29,AKU29,AKU27,AKU13,AKU29,AKU29,AKU29,AKU29,AKU29,AKU28,AKU28,AKU28,AKU28
BL41140-IDRL-AKU_S59,AKU30,AKU30,AKU30,AKU28,AKU27,AKU30,AKU30,AKU30,AKU30,AKU30,AKU29,AKU29,AKU29,AKU29
BL42708-IDRL-AKU_S57,AKU32,AKU32,AKU32,AKU30,AKU11,AKU32,AKU32,AKU32,AKU32,AKU32,AKU31,AKU31,AKU31,AKU31
BL43101-IDRL-AKU_S65,AKU33,AKU33,AKU33,AKU31,AKU29,AKU33,AKU33,AKU33,AKU33,AKU33,AKU32,AKU32,AKU32,AKU32
BL44194-IDRL-AKU_S94,AKU38,AKU39,AKU39,AKU36,AKU34,AKU39,AKU38,AKU38,AKU38,AKU38,AKU37,AKU37,AKU37,AKU37
BL44745-IDRL-AKU_S49,AKU39,AKU40,AKU40,AKU37,AKU15,AKU40,AKU39,AKU39,AKU39,AKU39,AKU38,AKU38,AKU38,AKU38
BL48120-IDRL-AKU_S122,AKU41,AKU42,AKU42,AKU39,AKU36,AKU42,AKU41,AKU41,AKU41,AKU41,AKU40,AKU40,AKU40,AKU40
BL51312-IDRL-AKU_S51,AKU43,AKU44,AKU44,AKU41,AKU38,AKU44,AKU43,AKU43,AKU43,AKU43,AKU42,AKU42,AKU42,AKU41
BL52838-IDRL-AKU_S52,AKU44,AKU45,AKU45,AKU42,AKU39,AKU45,AKU44,AKU44,AKU44,AKU44,AKU43,AKU43,AKU43,AKU42
BL55705-IDRL-AKU_S53,AKU45,AKU46,AKU46,AKU43,AKU40,AKU46,AKU45,AKU45,AKU45,AKU45,AKU44,AKU44,AKU44,AKU43
BL55928-IDRL-AKU_S69,AKU46,AKU47,AKU47,AKU44,AKU41,AKU47,AKU46,AKU46,AKU46,AKU46,AKU45,AKU45,AKU45,AKU44
BL56183-IDRL-AKU_S50,AKU47,AKU48,AKU48,AKU45,AKU42,AKU48,AKU47,AKU47,AKU47,AKU47,AKU46,AKU46,AKU46,AKU45
BL58943-IDRL-AKU_S73,AKU50,AKU51,AKU51,AKU48,AKU45,AKU51,AKU50,AKU50,AKU50,AKU50,AKU49,AKU49,AKU49,AKU48
BL58960-IDRL-AKU_S71,AKU51,AKU52,AKU52,AKU26,AKU26,AKU52,AKU51,AKU51,AKU51,AKU51,AKU50,AKU50,AKU50,AKU49
BL61433-IDRL-AKU_S74,AKU52,AKU53,AKU53,AKU49,AKU46,AKU53,AKU52,AKU52,AKU52,AKU52,AKU51,AKU51,AKU51,AKU50
BL70035-IDRL-AKU_S79,AKU53,AKU55,AKU54,AKU50,AKU47,AKU54,AKU53,AKU53,AKU53,AKU53,AKU52,AKU52,AKU52,AKU51
BL71176-IDRL-AKU_S80,AKU54,AKU56,AKU55,AKU51,AKU1,AKU55,AKU54,AKU54,AKU54,AKU54,AKU53,AKU53,AKU53,AKU52
BL73123-IDRL-AKU_S78,AKU56,AKU58,AKU57,AKU48,AKU45,AKU57,AKU56,AKU56,AKU56,AKU56,AKU55,AKU55,AKU55,AKU54
BL74124-IDRL-AKU_S85,AKU58,AKU60,AKU59,AKU54,AKU50,AKU59,AKU58,AKU58,AKU58,AKU58,AKU57,AKU57,AKU57,AKU56
BL75435-IDRL-AKU_S82,AKU60,AKU62,AKU61,AKU56,AKU52,AKU61,AKU60,AKU60,AKU60,AKU60,AKU59,AKU59,AKU59,AKU58
BL75985-IDRL-AKU_S93,AKU63,AKU65,AKU64,AKU59,AKU41,AKU64,AKU63,AKU63,AKU63,AKU63,AKU62,AKU62,AKU62,AKU61
BL75989-IDRL-AKU_S83,AKU64,AKU67,AKU65,AKU60,AKU55,AKU65,AKU64,AKU64,AKU64,AKU64,AKU63,AKU63,AKU63,AKU62
BL76487-IDRL-AKU_S88,AKU65,AKU68,AKU66,AKU61,AKU56,AKU66,AKU65,AKU65,AKU65,AKU65,AKU64,AKU64,AKU64,AKU63
BL77802-IDRL-AKU_S108,AKU66,AKU69,AKU67,AKU62,AKU57,AKU67,AKU66,AKU66,AKU66,AKU66,AKU65,AKU65,AKU65,AKU64
BL78280-IDRL-AKU_S106,AKU66,AKU69,AKU67,AKU62,AKU57,AKU67,AKU66,AKU66,AKU66,AKU66,AKU65,AKU65,AKU65,AKU64
BL7915-IDRL-AKU_S3,AKU68,AKU71,AKU69,AKU64,AKU59,AKU69,AKU68,AKU68,AKU68,AKU68,AKU67,AKU67,AKU67,AKU66
BL79171-IDRL-AKU_S111,AKU69,AKU72,AKU70,AKU65,AKU60,AKU70,AKU69,AKU69,AKU69,AKU69,AKU68,AKU68,AKU68,AKU67
BL87914-IDRL-AKU_S101,AKU69,AKU83,AKU81,AKU65,AKU60,AKU81,AKU80,AKU80,AKU69,AKU69,AKU68,AKU68,AKU68,AKU67
BL79570-IDRL-AKU_S110,AKU70,AKU73,AKU71,AKU66,AKU61,AKU71,AKU70,AKU70,AKU70,AKU70,AKU69,AKU69,AKU69,AKU68
BL79657-IDRL-AKU_S90,AKU72,AKU75,AKU73,AKU68,AKU63,AKU73,AKU72,AKU72,AKU72,AKU72,AKU71,AKU71,AKU71,AKU70
BL80892-IDRL-AKU_S109,AKU74,AKU77,AKU75,AKU70,AKU65,AKU75,AKU74,AKU74,AKU74,AKU74,AKU73,AKU73,AKU73,AKU72
BL82078-IDRL-AKU_S113,AKU75,AKU78,AKU76,AKU71,AKU26,AKU76,AKU75,AKU75,AKU75,AKU75,AKU74,AKU74,AKU74,AKU73
BL94387-IDRL-AKU_S120,AKU82,AKU87,AKU85,AKU78,AKU72,AKU84,AKU83,AKU83,AKU82,AKU82,AKU81,AKU81,AKU81,AKU80
BL95328-IDRL-AKU_S99,AKU86,AKU91,AKU89,AKU81,AKU75,AKU88,AKU87,AKU87,AKU86,AKU86,AKU85,AKU85,AKU85,AKU84
14_20107_S66_scaffolds_final,aiims6,aiims6,aiims6,aiims6,aiims6,aiims6,aiims6,aiims6,aiims6,aiims6,aiims6,aiims6,aiims6,aiims6
164_21181B2_S34_scaffolds_final,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7
165_21178B2_S35_scaffolds_final,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7
166_21191B1_S36_scaffolds_final,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7
167_21192B1_S13_scaffolds_final,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7
169_21165B2_S39_scaffolds_final,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7
171_21199B1_S41_scaffolds_final,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7,aiims7
173_21216B3_S43_scaffolds_final,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8
174_21272B2_S44_scaffolds_final,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8
175_21274B1_S45_00_scaffolds_final,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8
176_21278B1_S46_scaffolds_final,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8
179_21285B2_S11_scaffolds_final,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8,aiims8
17_20167_S109_00_scaffolds_final,aiims9,aiims9,aiims9,aiims9,aiims9,aiims9,aiims9,aiims9,aiims9,aiims9,aiims9,aiims9,aiims9,aiims9
191_21337B1-A_S13_scaffolds_final,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10
194_21341B2_S64_scaffolds_final,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10
195_21366B1_S65_scaffolds_final,aiims10,aiims11,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10
197_21374B2_S67_scaffolds_final,aiims10,aiims11,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10
198_21384B1_S68_scaffolds_final,aiims10,aiims11,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10
235_21403B2_S17_scaffolds_final,aiims10,aiims15,aiims14,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10,aiims10
217_20011_S80_scaffolds_final,aiims12,aiims13,aiims12,aiims9,aiims9,aiims12,aiims12,aiims12,aiims12,aiims12,aiims12,aiims12,aiims12,aiims12
4_20010_S56_scaffolds_final,aiims12,aiims13,aiims12,aiims9,aiims9,aiims12,aiims12,aiims12,aiims12,aiims12,aiims12,aiims12,aiims12,aiims12
9_20049-A_S61_scaffolds_final,aiims12,aiims25,aiims12,aiims9,aiims9,aiims12,aiims12,aiims12,aiims12,aiims12,aiims12,aiims12,aiims12,aiims12
230_21361B2_S30_scaffolds_final,aiims13,aiims14,aiims13,aiims12,aiims12,aiims13,aiims13,aiims13,aiims13,aiims13,aiims13,aiims13,aiims13,aiims13
231_21362B2_S31_scaffolds_final,aiims13,aiims14,aiims13,aiims12,aiims12,aiims13,aiims13,aiims13,aiims13,aiims13,aiims13,aiims13,aiims13,aiims13
27_20539B1_S76_scaffolds_final,aiims16,aiims18,aiims17,aiims15,aiims15,aiims16,aiims16,aiims16,aiims16,aiims16,aiims16,aiims16,aiims16,aiims16
28_20590B1_S77_scaffolds_final,aiims17,aiims19,aiims18,aiims16,aiims16,aiims17,aiims17,aiims17,aiims17,aiims17,aiims17,aiims17,aiims17,aiims17
41_20869B1_S90_scaffolds_final,aiims19,aiims21,aiims20,aiims18,aiims18,aiims19,aiims19,aiims19,aiims19,aiims19,aiims19,aiims19,aiims19,aiims19
44_20909B1_S92_scaffolds_final,aiims19,aiims22,aiims21,aiims18,aiims18,aiims19,aiims19,aiims19,aiims19,aiims19,aiims19,aiims19,aiims19,aiims19
53_20994B1_S101_scaffolds_final,aiims20,aiims23,aiims22,aiims19,aiims18,aiims20,aiims20,aiims20,aiims20,aiims20,aiims20,aiims20,aiims20,aiims20
54_20989B2_S102_scaffolds_final,aiims20,aiims23,aiims22,aiims19,aiims18,aiims21,aiims21,aiims20,aiims20,aiims20,aiims20,aiims20,aiims20,aiims20
55_21003B2_S103_scaffolds_final,aiims20,aiims23,aiims22,aiims19,aiims18,aiims21,aiims21,aiims20,aiims20,aiims20,aiims20,aiims20,aiims20,aiims20
56_21012B1_S104_scaffolds_final,aiims21,aiims24,aiims23,aiims20,aiims19,aiims22,aiims22,aiims21,aiims21,aiims21,aiims21,aiims21,aiims21,aiims21
57_21015B1_S105_scaffolds_final,aiims21,aiims24,aiims23,aiims20,aiims19,aiims22,aiims22,aiims21,aiims21,aiims21,aiims21,aiims21,aiims21,aiims21
58_21017B1_S106_scaffolds_final,aiims21,aiims24,aiims23,aiims20,aiims19,aiims22,aiims22,aiims21,aiims21,aiims21,aiims21,aiims21,aiims21,aiims21
FF31_01-0024-00.1,MB3,MB3,MB3,MB3,MB3,MB3,MB3,MB3,MB3,MB3,MB3,MB3,MB3,MB3
FF31_01-0032-00-B.1,MB4,MB4,MB4,MB4,MB4,MB4,MB4,MB4,MB4,MB4,MB4,MB4,MB4,MB4
FF31_01-0057-00.1,MB7,MB7,MB7,MB3,MB3,MB8,MB8,MB8,MB8,MB7,MB6,MB6,MB6,MB6
FF31_01-0062-00.1,MB7,MB9,MB7,MB3,MB3,MB10,MB8,MB8,MB8,MB7,MB6,MB6,MB6,MB6
FF31_01-0070-00.1,MB9,MB10,MB9,MB8,MB7,MB11,MB10,MB10,MB10,MB9,MB8,MB8,MB8,MB8
FF31_01-0075-00.1,MB10,MB11,MB10,MB9,MB8,MB12,MB11,MB11,MB11,MB10,MB6,MB6,MB6,MB6
FF31_01-0108-00.1,MB13,MB14,MB13,MB11,MB10,MB15,MB14,MB14,MB14,MB13,MB11,MB11,MB11,MB11
FF31_01-0124-00.1,MB16,MB17,MB16,MB14,MB13,MB18,MB17,MB17,MB17,MB16,MB14,MB14,MB14,MB14
FF31_01-0125-00.1,MB17,MB18,MB17,MB15,MB14,MB19,MB18,MB18,MB18,MB17,MB15,MB15,MB15,MB15
FF31_01-0126-00.1,MB18,MB19,MB18,MB16,MB6,MB20,MB19,MB19,MB19,MB18,MB16,MB16,MB16,MB16
FF33_06-0002-00,MB27,MB28,MB27,MB25,MB21,MB29,MB28,MB28,MB28,MB27,MB25,MB25,MB25,MB25
FF33_06-0003-00,MB28,MB29,MB28,MB26,MB22,MB30,MB29,MB29,MB29,MB28,MB26,MB26,MB26,MB26
FF33_06-0013-00,MB29,MB30,MB29,MB27,MB23,MB31,MB30,MB30,MB30,MB29,MB27,MB27,MB27,MB27
FF33_06-0029-00,MB30,MB31,MB30,MB28,MB24,MB32,MB31,MB31,MB31,MB30,MB28,MB28,MB28,MB28
FF33_06-0035-00,MB31,MB32,MB31,MB29,MB21,MB33,MB32,MB32,MB32,MB31,MB29,MB29,MB29,MB29
FF33_06-0039-00,MB31,MB33,MB32,MB29,MB21,MB34,MB33,MB33,MB32,MB31,MB29,MB29,MB29,MB29
FF33_06-0046-00,MB31,MB36,MB35,MB29,MB21,MB37,MB36,MB36,MB32,MB31,MB29,MB29,MB29,MB29
FF33_06-0047-00,MB31,MB36,MB35,MB29,MB21,MB38,MB37,MB37,MB32,MB31,MB29,MB29,MB29,MB29
FF33_06-0045-00,MB33,MB35,MB34,MB31,MB26,MB36,MB35,MB35,MB34,MB33,MB31,MB31,MB31,MB31
FF33_06-0056-00,MB31,MB38,MB37,MB29,MB21,MB40,MB39,MB39,MB32,MB31,MB29,MB29,MB29,MB29
FF33_06-0063-00,MB35,MB39,MB38,MB33,MB28,MB41,MB40,MB40,MB36,MB35,MB33,MB33,MB33,MB33
FF33_06-0071-00,MB36,MB40,MB39,MB34,MB29,MB42,MB41,MB41,MB37,MB36,MB34,MB34,MB34,MB34
FF33_06-0078-00,MB36,MB42,MB41,MB34,MB29,MB42,MB41,MB41,MB37,MB36,MB34,MB34,MB34,MB34
FF33_06-0077-00,MB37,MB41,MB40,MB35,MB30,MB43,MB42,MB42,MB38,MB37,MB35,MB35,MB35,MB35
FF33_06-0083-00,MB36,MB43,MB42,MB34,MB29,MB42,MB41,MB41,MB37,MB36,MB34,MB34,MB34,MB34
FF33_06-0084-00,MB36,MB43,MB42,MB34,MB29,MB42,MB41,MB41,MB37,MB36,MB34,MB34,MB34,MB34
FF33_06-0096-00,MB36,MB44,MB42,MB34,MB29,MB42,MB41,MB41,MB37,MB36,MB34,MB34,MB34,MB34
FF33_06-0097-00,MB38,MB45,MB43,MB36,MB31,MB44,MB43,MB43,MB39,MB38,MB36,MB36,MB36,MB36
FF33_06-0103-00,MB39,MB46,MB44,MB37,MB32,MB45,MB44,MB44,MB40,MB39,MB37,MB37,MB37,MB37
FF33_06-0122-00,MB40,MB47,MB45,MB38,MB33,MB46,MB45,MB45,MB41,MB40,MB38,MB38,MB38,MB38
FF33_06-0126-00,MB41,MB48,MB46,MB39,MB34,MB47,MB46,MB46,MB42,MB41,MB39,MB39,MB39,MB39
FF33_06-0130-00,MB42,MB49,MB47,MB40,MB35,MB48,MB47,MB47,MB43,MB42,MB40,MB40,MB40,MB40
FF33_06-0131-00-A,MB43,MB50,MB48,MB41,MB36,MB49,MB48,MB48,MB44,MB43,MB41,MB41,MB41,MB41
FF33_06-0131-00-B,MB43,MB50,MB48,MB41,MB36,MB49,MB48,MB48,MB44,MB43,MB41,MB41,MB41,MB41
FF33_06-0132-00,MB44,MB51,MB49,MB42,MB37,MB50,MB49,MB49,MB45,MB44,MB42,MB42,MB42,MB42
FF33_06-0133-00,MB45,MB52,MB50,MB43,MB38,MB51,MB50,MB50,MB46,MB45,MB43,MB43,MB43,MB43
FF34_10-0012-00,MB47,MB54,MB52,MB45,MB40,MB53,MB52,MB52,MB48,MB47,MB45,MB45,MB45,MB45
FF34_10-0014-00,MB48,MB55,MB53,MB46,MB41,MB54,MB53,MB53,MB49,MB48,MB46,MB46,MB46,MB46
FF34_10-0015-00,MB49,MB56,MB54,MB47,MB42,MB55,MB54,MB54,MB50,MB49,MB47,MB47,MB47,MB47
FF34_10-0029-00,MB49,MB58,MB56,MB47,MB42,MB57,MB56,MB54,MB50,MB49,MB47,MB47,MB47,MB47
FF34_10-0018-00,MB50,MB57,MB55,MB48,MB43,MB56,MB55,MB55,MB51,MB50,MB48,MB48,MB48,MB48
FF34_10-0034-00,MB49,MB60,MB58,MB47,MB42,MB59,MB56,MB54,MB50,MB49,MB47,MB47,MB47,MB47
FF34_10-0037-00,MB49,MB60,MB58,MB47,MB42,MB59,MB56,MB54,MB50,MB49,MB47,MB47,MB47,MB47
FF34_10-0033-00,MB51,MB59,MB57,MB49,MB44,MB58,MB57,MB56,MB52,MB51,MB49,MB49,MB49,MB49
FF34_10-0036-00,MB52,MB61,MB59,MB50,MB45,MB60,MB58,MB57,MB53,MB52,MB50,MB50,MB50,MB50
FF34_10-0060-00-A,MB53,MB62,MB60,MB51,MB46,MB61,MB59,MB58,MB54,MB53,MB51,MB51,MB51,MB51
FF34_10-0061-00,MB54,MB63,MB61,MB52,MB47,MB62,MB60,MB59,MB55,MB54,MB52,MB52,MB52,MB52
FF34_10-0065-00,MB54,MB63,MB61,MB52,MB47,MB64,MB62,MB61,MB55,MB54,MB52,MB52,MB52,MB52
FF34_10-0063-00,MB55,MB64,MB62,MB53,MB48,MB63,MB61,MB60,MB56,MB55,MB53,MB53,MB53,MB53
FF34_10-0072-00-A,MB56,MB65,MB63,MB54,MB49,MB65,MB63,MB62,MB57,MB56,MB54,MB54,MB54,MB54
FF34_10-0105-00,MB57,MB66,MB64,MB55,MB50,MB66,MB64,MB63,MB58,MB57,MB55,MB55,MB55,MB55
FF34_10-0110-00,MB57,MB67,MB64,MB55,MB50,MB67,MB64,MB63,MB58,MB57,MB55,MB55,MB55,MB55
FF34_10-0115-00,MB58,MB68,MB65,MB56,MB51,MB68,MB65,MB64,MB59,MB58,MB56,MB56,MB56,MB56
FF35_08-0016-00-B,MB60,MB70,MB67,MB58,MB52,MB70,MB67,MB66,MB61,MB60,MB58,MB58,MB58,MB58
FF35_08-0024-00,MB61,MB71,MB68,MB59,MB53,MB71,MB68,MB67,MB62,MB61,MB59,MB59,MB59,MB59
FF35_08-0156-00,MB61,MB88,MB76,MB59,MB53,MB71,MB68,MB67,MB62,MB61,MB59,MB59,MB59,MB59
