Genome Name,Cluster,Cluster7,Cluster14,Cluster56,Cluster365,Cluster1SNP,Cluster2SNP,Cluster3SNP,Cluster5SNP,Cluster10SNP,Cluster15SNP,Cluster20SNP,Cluster25SNP,Cluster50SNP
ERR6350156,SZ1,SZ4,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350203,SZ1,SZ4,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350204,SZ1,SZ4,SZ4,SZ1,SZ1,SZ21,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350217,SZ1,SZ4,SZ4,SZ1,SZ1,SZ25,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350218,SZ1,SZ4,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350782,SZ1,SZ4,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350781,SZ1,SZ4,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350793,SZ1,SZ4,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350805,SZ1,SZ4,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350813,SZ1,SZ4,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350820,SZ1,SZ4,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350852,SZ1,SZ4,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350868,SZ1,SZ4,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350879,SZ1,SZ4,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350884,SZ1,SZ4,SZ4,SZ1,SZ1,SZERR6350884,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350885,SZ1,SZ4,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350912,SZ1,SZ4,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350923,SZ1,SZ4,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350924,SZ1,SZ4,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350928,SZ1,SZ15,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6351006,SZ1,SZ4,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6351007,SZ1,SZ4,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6351020,SZ1,SZ4,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6351021,SZ1,SZ4,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350196,SZ1,SZ15,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350760,SZ1,SZ15,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350787,SZ1,SZ15,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350799,SZ1,SZ15,SZ4,SZ1,SZ1,SZ40,SZ30,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350865,SZ1,SZ15,SZ4,SZ1,SZ1,SZ47,SZ35,SZ28,SZ24,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350907,SZ1,SZ15,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350918,SZ1,SZ15,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6351012,SZ1,SZ15,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6351026,SZ1,SZ15,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6349923,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6349924,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6349925,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350143,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350195,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350770,SZ1,SZ1,SZ1,SZ1,SZ1,SZ32,SZ24,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350783,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350786,SZ1,SZ1,SZ1,SZ1,SZ1,SZ37,SZ27,SZ21,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350795,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350802,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350806,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350807,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350816,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350829,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350835,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350842,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350843,SZ1,SZ1,SZ1,SZ1,SZ1,SZ44,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350849,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350853,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350869,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350870,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350875,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350876,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350881,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350882,SZ1,SZ1,SZ1,SZ1,SZ1,SZ48,SZ36,SZ29,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350891,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350893,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350903,SZ1,SZ1,SZ1,SZ1,SZ1,SZ53,SZ41,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350914,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350915,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350925,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350926,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350934,SZ1,SZ1,SZ1,SZ1,SZ1,SZ59,SZ46,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350935,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350936,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6351009,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6351023,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6351022,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
PID-0821-249-ZN0225,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
PID-0821-241-ZN0231,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
PID-0821-255-ZN0232,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
PID-0821-259-ZN0235,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
PID-0821-260-ZN0236,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
PID-0821-261-ZN0237,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
PID-0821-263-ZN0239,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
PID-0821-276-ZN0248,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
PID-0821-339-ZN0302,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
PID-0821-383-ZN0346,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
PID-0821-380-ZN0340,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
PID-0821-389-ZN0344,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
PID-0821-390-ZN0345,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
PID-0821-406-ZN0367,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
PID-0821-413-ZN0368,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
PID-0821-415-ZN0375,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
PID-0821-419-ZN0372,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
PID-0821-423-ZN0394,SZ1,SZ1,SZ1,SZ1,SZ1,SZ87,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
PID-0821-435-ZN0382,SZ1,SZ1,SZ1,SZ1,SZ1,SZ89,SZ69,SZ51,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
PID-0821-438-ZN0397,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
PID-0821-440-ZN0384,SZ1,SZ1,SZ1,SZ1,SZ1,SZ91,SZ71,SZ52,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
PID-0821-441-ZN0385,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
PID-0821-450-ZN0405,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
PID-0821-453-ZN0406,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
PID-0821-456-ZN0409,SZ1,SZ1,SZ1,SZ1,SZ1,SZ93,SZ73,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6349937,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350144,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350758,SZ1,SZ1,SZ1,SZ1,SZ1,SZ26,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350772,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350785,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350808,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350817,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350818,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350831,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350830,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350844,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350862,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350863,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350864,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350871,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350872,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350894,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350905,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350906,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350916,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350917,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6351001,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6351010,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6351011,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6351024,SZ1,SZ1,SZ1,SZ1,SZ1,SZ65,SZ51,SZ39,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
PID-0821-449-ZN0404,SZ1,SZ1,SZ1,SZ1,SZ1,SZ92,SZ72,SZ53,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350133,SZ1,SZ11,SZ4,SZ1,SZ1,SZ12,SZ10,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6349927,SZ4,SZ5,SZ5,SZ4,SZ3,SZ6,SZ4,SZ4,SZ4,SZ4,SZ3,SZ3,SZ3,SZ2
ERR6349931,SZ1,SZ6,SZ6,SZ1,SZ1,SZ7,SZ5,SZ5,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6349934,SZ6,SZ8,SZ8,SZ6,SZ5,SZ9,SZ7,SZ7,SZ7,SZ6,SZ5,SZ5,SZ5,SZ4
ERR6350131,SZ8,SZ10,SZ10,SZ8,SZ7,SZ11,SZ9,SZ9,SZ9,SZ8,SZ7,SZ7,SZ7,SZ6
ERR6351016,SZ1,SZ39,SZ1,SZ1,SZ1,SZ63,SZ49,SZ37,SZ29,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350910,SZ3,SZ12,SZ3,SZ3,SZ1,SZ4,SZ3,SZ3,SZ3,SZ3,SZ2,SZ2,SZ2,SZ1
ERR6350140,SZ9,SZ13,SZ11,SZ9,SZ8,SZ15,SZ11,SZ10,SZ10,SZ9,SZ8,SZ8,SZ8,SZ7
ERR6350155,SZ9,SZ13,SZ11,SZ9,SZ8,SZ18,SZ14,SZ12,SZ12,SZ9,SZ8,SZ8,SZ8,SZ7
ERR6350208,SZ9,SZ13,SZ11,SZ9,SZ8,SZ15,SZ11,SZ10,SZ10,SZ9,SZ8,SZ8,SZ8,SZ7
ERR6350932,SZ9,SZ13,SZ11,SZ9,SZ8,SZ15,SZ11,SZ10,SZ10,SZ9,SZ8,SZ8,SZ8,SZ7
ERR6350142,SZ10,SZ14,SZ12,SZ10,SZ9,SZ16,SZ12,SZ11,SZ11,SZ10,SZ1,SZ1,SZ1,SZ1
ERR6350833,SZ1,SZ15,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350846,SZ1,SZ15,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350857,SZ1,SZ15,SZ4,SZ1,SZ1,SZ45,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350873,SZ1,SZ15,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350886,SZ1,SZ15,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350908,SZ1,SZ15,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350919,SZ1,SZ15,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6351027,SZ1,SZ15,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
PID-0821-1406-ZN1179,SZ1,SZ15,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
PID-0821-1473-ZN1242,SZ1,SZ15,SZ4,SZ1,SZ1,SZ67,SZ53,SZ41,SZ30,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350205,SZ1,SZ1,SZ1,SZ1,SZ1,SZ22,SZ16,SZ13,SZ13,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350206,SZ11,SZ16,SZ13,SZ11,SZ10,SZ23,SZ17,SZ14,SZ14,SZ11,SZ9,SZ9,SZ9,SZ8
ERR6350215,SZ3,SZ12,SZ3,SZ3,SZ1,SZ4,SZ3,SZ3,SZ3,SZ3,SZ2,SZ2,SZ2,SZ1
ERR6350214,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350797,SZ1,SZ4,SZ4,SZ1,SZ1,SZ39,SZ29,SZ23,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350761,SZ12,SZ17,SZ14,SZ12,SZ11,SZ27,SZ19,SZ15,SZ15,SZ12,SZ10,SZ10,SZ10,SZ9
ERR6350762,SZ13,SZ18,SZ15,SZ13,SZ11,SZ28,SZ20,SZ16,SZ16,SZ13,SZ11,SZ11,SZ11,SZ10
ERR6350777,SZ13,SZ18,SZ15,SZ13,SZ11,SZ34,SZ20,SZ16,SZ16,SZ13,SZ11,SZ11,SZ11,SZ10
ERR6350768,SZ1,SZ4,SZ4,SZ1,SZ1,SZERR6350768,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350767,SZ3,SZ3,SZ3,SZ3,SZ1,SZ4,SZ3,SZ3,SZ3,SZ3,SZ2,SZ2,SZ2,SZ1
ERR6350769,SZ15,SZ20,SZ17,SZ15,SZ13,SZ31,SZ23,SZ18,SZ18,SZ15,SZ13,SZ13,SZ13,SZ11
ERR6350890,SZ15,SZ33,SZ25,SZ15,SZ13,SZ51,SZ39,SZ32,SZ18,SZ15,SZ13,SZ13,SZ13,SZ11
ERR6350933,SZ15,SZ33,SZ25,SZ15,SZ13,SZ58,SZ45,SZ18,SZ18,SZ15,SZ13,SZ13,SZ13,SZ11
ERR6350896,SZ1,SZ15,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
PID-0821-1356-ZN1134,SZ1,SZ15,SZ4,SZ1,SZ1,SZ66,SZ52,SZ40,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
PID-0821-1448-ZN1214,SZ1,SZ15,SZ4,SZ1,SZ1,SZ5,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350774,SZ16,SZ21,SZ18,SZ16,SZ14,SZ33,SZ25,SZ19,SZ19,SZ16,SZ14,SZ14,SZ14,SZ12
ERR6350779,SZ17,SZ23,SZ19,SZ17,SZ14,SZ35,SZ26,SZ20,SZ20,SZ17,SZ15,SZ15,SZ15,SZ13
ERR6350822,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350836,SZ1,SZ27,SZ1,SZ1,SZ1,SZ42,SZ32,SZ25,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350838,SZ1,SZ27,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350930,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350791,SZ18,SZ24,SZ20,SZ12,SZ11,SZ38,SZ28,SZ22,SZ21,SZ18,SZ16,SZ16,SZ16,SZ14
ERR6350798,SZ1,SZ25,SZ4,SZ1,SZ1,SZ39,SZ29,SZ23,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350812,SZ1,SZ4,SZ4,SZ1,SZ1,SZ39,SZ29,SZ23,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350845,SZ1,SZ4,SZ4,SZ1,SZ1,SZ39,SZ29,SZ23,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350855,SZ1,SZ4,SZ4,SZ1,SZ1,SZ39,SZ29,SZ23,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350856,SZ1,SZ4,SZ4,SZ1,SZ1,SZ39,SZ29,SZ23,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350796,SZ1,SZ1,SZ1,SZ1,SZ1,SZ39,SZ29,SZ23,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350883,SZ1,SZ1,SZ1,SZ1,SZ1,SZERR6350883,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350804,SZ3,SZ26,SZ3,SZ3,SZ1,SZ4,SZ3,SZ3,SZ3,SZ3,SZ2,SZ2,SZ2,SZ1
PID-0821-2745-ZN2370,SZ3,SZ3,SZ3,SZ3,SZ1,SZ4,SZ3,SZ3,SZ3,SZ3,SZ2,SZ2,SZ2,SZ1
ERR6350811,SZ3,SZ12,SZ3,SZ3,SZ1,SZ4,SZ3,SZ3,SZ3,SZ3,SZ2,SZ2,SZ2,SZ1
